"Cetacean.Common.Name","Month.of.Observation","Year.of.Observation","cnt_all","mean_all","strand_anom_all"
"Unidentified","AUG",2008,1,1.125,-0.125
"Unidentified","AUG",2003,2,1.125,0.875
"Unidentified","AUG",2015,1,1.125,-0.125
"Unidentified","AUG",2017,1,1.125,-0.125
"Unidentified","AUG",2007,1,1.125,-0.125
"Unidentified","DEC",2017,1,1,0
"Unidentified","DEC",2009,1,1,0
"Unidentified","DEC",2004,1,1,0
"Unidentified","FEB",2004,1,1,0
"Unidentified","FEB",2012,1,1,0
"Unidentified","FEB",2000,1,1,0
"Unidentified","FEB",2008,1,1,0
"Unidentified","FEB",2007,1,1,0
"Unidentified","JAN",2017,1,1.125,-0.125
"Unidentified","JAN",2006,1,1.125,-0.125
"Unidentified","JAN",2007,2,1.125,0.875
"Unidentified","JAN",2000,1,1.125,-0.125
"Unidentified","JAN",2004,1,1.125,-0.125
"Unidentified","JAN",2018,1,1.125,-0.125
"Unidentified","JAN",2014,1,1.125,-0.125
"Unidentified","JAN",2016,1,1.125,-0.125
"Unidentified","JUL",2018,1,1.57142857142857,-0.571428571428571
"Unidentified","JUL",2009,3,1.57142857142857,1.42857142857143
"Unidentified","JUL",2002,1,1.57142857142857,-0.571428571428571
"Unidentified","JUL",2011,1,1.57142857142857,-0.571428571428571
"Unidentified","JUL",2000,2,1.57142857142857,0.428571428571429
"Unidentified","JUL",2015,2,1.57142857142857,0.428571428571429
"Unidentified","JUL",2003,1,1.57142857142857,-0.571428571428571
"Unidentified","JUN",2003,2,1.375,0.625
"Unidentified","JUN",2008,1,1.375,-0.375
"Unidentified","JUN",2016,1,1.375,-0.375
"Unidentified","JUN",2011,2,1.375,0.625
"Unidentified","JUN",2006,2,1.375,0.625
"Unidentified","JUN",2002,1,1.375,-0.375
"Unidentified","JUN",2001,1,1.375,-0.375
"Unidentified","JUN",2017,1,1.375,-0.375
"Unidentified","MAR",2006,1,1,0
"Unidentified","MAR",2014,1,1,0
"Unidentified","MAR",2007,1,1,0
"Unidentified","MAR",2015,1,1,0
"Unidentified","MAR",2016,1,1,0
"Unidentified","MAR",2019,1,1,0
"Unidentified","MAY",2004,3,1.66666666666667,1.33333333333333
"Unidentified","MAY",2007,3,1.66666666666667,1.33333333333333
"Unidentified","MAY",2005,1,1.66666666666667,-0.666666666666667
"Unidentified","MAY",2013,1,1.66666666666667,-0.666666666666667
"Unidentified","MAY",2010,1,1.66666666666667,-0.666666666666667
"Unidentified","MAY",2018,1,1.66666666666667,-0.666666666666667
"Unidentified",NA,2018,1,1,0
"Unidentified","NOV",2005,1,1,0
"Unidentified","OCT",2001,1,1,0
"Unidentified","OCT",2017,1,1,0
"Unidentified","SEP",2008,1,1.16666666666667,-0.166666666666667
"Unidentified","SEP",2004,2,1.16666666666667,0.833333333333333
"Unidentified","SEP",2010,1,1.16666666666667,-0.166666666666667
"Unidentified","SEP",2011,1,1.16666666666667,-0.166666666666667
"Unidentified","SEP",2009,1,1.16666666666667,-0.166666666666667
"Unidentified","SEP",2014,1,1.16666666666667,-0.166666666666667
