"Cetacean.Common.Name","Month.of.Observation","Year.of.Observation","cnt_all","mean_all","strand_anom_all"
"Unidentified","APR",2016,1,1.2,-0.2
"Unidentified","APR",2000,2,1.2,0.8
"Unidentified","APR",2002,1,1.2,-0.2
"Unidentified","MAY",2004,2,1.66666666666667,0.333333333333333
"Unidentified","MAY",2018,1,1.66666666666667,-0.666666666666667
"Unidentified","MAY",2007,2,1.66666666666667,0.333333333333333
"Unidentified","JUN",2011,1,1.375,-0.375
"Unidentified","JUN",2017,1,1.375,-0.375
"Unidentified","JUN",2016,1,1.375,-0.375
"Unidentified","JUN",2002,1,1.375,-0.375
"Unidentified","JUN",2003,1,1.375,-0.375
"Unidentified","JUN",2006,2,1.375,0.625
"Unidentified","JUN",2001,1,1.375,-0.375
"Unidentified","JUN",2008,1,1.375,-0.375
"Unidentified","JUL",2002,1,1.57142857142857,-0.571428571428571
"Unidentified","JUL",2009,3,1.57142857142857,1.42857142857143
"Unidentified","JUL",2000,2,1.57142857142857,0.428571428571429
"Unidentified","JUL",2015,2,1.57142857142857,0.428571428571429
"Unidentified","JUL",2003,1,1.57142857142857,-0.571428571428571
"Unidentified","JUL",2018,1,1.57142857142857,-0.571428571428571
"Unidentified","JUL",2011,1,1.57142857142857,-0.571428571428571
"Unidentified","AUG",2003,2,1.125,0.875
"Unidentified","AUG",2018,1,1.125,-0.125
"Unidentified","AUG",2008,1,1.125,-0.125
"Unidentified","AUG",2013,1,1.125,-0.125
"Unidentified","SEP",2009,1,1.16666666666667,-0.166666666666667
"Unidentified","SEP",2011,1,1.16666666666667,-0.166666666666667
"Unidentified","SEP",2008,1,1.16666666666667,-0.166666666666667
"Unidentified","OCT",2017,1,1,0
"Unidentified","NOV",NA,NA,1,NA
"Unidentified","DEC",2017,1,1,0
"Unidentified","DEC",2009,1,1,0
"Unidentified",NA,NA,NA,1,NA
