County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clallam,NW-2006-1058215,06-CM-009,06NWR03005,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,United States,Rialto Beach,WA,Pacific Ocean,half-way between Rialto parking lot and Ellyns Creek,NA,NA,NA,NA,NA,NA,NA,N,CBD,2006-MAR-16,2006,MAR,16,Beach or Land,NA,NA,Moderate Decomposition,N,2006-MAR-16,2006,MAR,16,Moderate Decomposition,N,Unid,Unid,0,cm,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1058221,06-CM-011,06NWR04018,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,Ediz Hook,NA,NA,NA,NA,NA,NA,NA,N,CBD,2006-APR-10,2006,APR,10,NA,NA,NA,Fresh Dead,N,2006-APR-24,2006,APR,24,Advanced Decomposition,N,Unid,Unid,0,cm,estimate,NA,NA,NA,NA,NA,NA,NA,originally reported fresh dead by citizen on 4-10-06; no response at that time; Ed Bowlby (OCNMS biologist) examined animal on 4-24-06 (very decomposed),Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1058411,Pp-NPP-06-01,06NWR05033,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Makah Fisheries Management,Makah Fisheries Management,NW,United States,Clallam Bay,WA,Strait of Juan de Fuca,mouth of Clallam River,NA,deg/min/sec,actual,-124.15,deg/min/sec,actual,Internet,N,CBD,2006-MAY-13,2006,MAY,13,Beach or Land,NA,NA,Condition Unknown,N,2006-MAY-18,2006,MAY,18,Advanced Decomposition,N,Unid,Unid,45,in,estimate,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.046525701,NA,-12415,4.82E+14
Clallam,NW-2006-1058417,OLYM-2006-05,06NWR050035,Confirmed - Minimum,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Public,Olympic National Park,Olympic National Park,NW,United States,Olympic National Park,WA,NA,just N of Tskawahyah Island on the Ozette Reservation,NA,NA,NA,NA,NA,NA,NA,N,CBD,2006-MAY-14,2006,MAY,14,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,48,in,estimate,NA,NA,NA,NA,NA,NA,NA,"reported by park visitor; reported as ""baby killer whale""; white on bottom; black on back; 4-5 ft. long; teeth all the way around; horizontal tail fin; freshly washed up, but being eaten by eagles (small hole developing)",Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1058649,MBHPp042706,06NWR04031,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer Organization,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Sequim,WA,Strait of Juan de Fuca,Diamond Point,NA,deg/min/sec,actual,-122.55,deg/min/sec,actual,Internet,N,N,2006-APR-27,2006,APR,27,Beach or Land,NA,NA,Fresh Dead,N,2006-APR-27,2006,APR,27,Fresh Dead,N,Male,Subadult,135,cm,actual,NA,NA,2006-JUN-21,2006,JUN,21,Raverty and Hanson,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.646525701,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1058225,060412-JST-PHPH,06NWR04020,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,NA,Jamestown S'Klallam Tribe,NW,United States,Blyn,WA,Strait of Juan de Fuca,Toe of Sequim Bay behind Jamestown Tribal Center,NA,deg/min/sec,actual,-122.59,deg/min/sec,actual,GPS,N,N,2006-APR-12,2006,APR,12,Beach or Land,NA,NA,Alive,N,2006-APR-13,2006,APR,13,Fresh Dead,Y,Female,Adult,188,cm,actual,150,lb,NA,NA,NA,NA,NA,stuck in tideland flats for several hours; unable to reach animal without sinking in mud,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.606525701,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1060489,CRC-755,06NWR07063,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ozette,WA,Pacific Ocean,"Duk Point, near Ozette",NA,decimal degrees,actual,-124,decimal degrees,actual,GPS,N,N,2006-JUL-18,2006,JUL,18,NA,NA,NA,Condition Unknown,N,2006-JUL-19,2006,JUL,19,Moderate Decomposition,N,Male,Yearling,918,cm,actual,0,lb,2006-JUL-19,2006,JUL,19,Cascadia Research,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2000-1023396,mbhPd20003,NMFSNW-122,NA,"Porpoise, Dalls",Phocoenoides,dalli,Validated,NMML,NA,Unknown,NW,United States,Dungeness Spit,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2000-JAN-06,2000,JAN,6,NA,NA,NA,Fresh Dead,N,2001-APR-05,2001,APR,5,Advanced Decomposition,N,Male,Unid,155,cm,actual,NA,kg,NA,NA,NA,NA,Unknown,B. Lagerquist called number twice that day. No answer.,Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2003-1000776,DNG-03-002,03NWR05003,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,United States,Sequim,WA,Strait of Juan de Fuca,1 mile S of Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2003-MAY-04,2003,MAY,4,Beach or Land,NA,NA,Moderate Decomposition,N,2003-MAY-08,2003,MAY,8,Moderate Decomposition,N,Female,Adult,200,cm,estimate,NA,kg,NA,NA,NA,NA,NA,"head only was CT scanned 7/20/03, but not necropsied",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2003-1000780,DNG-03-001,03NWR05007,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,"Other (see ""Remarks"")",USFWS,USFWS,NW,United States,Sequim,WA,Strait of Juan de Fuca,Dungeness National Wildlife Refuge,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2003-MAY-06,2003,MAY,6,Beach or Land,NA,NA,Fresh Dead,N,2003-MAY-06,2003,MAY,6,Fresh Dead,N,Female,Subadult,145.5,cm,actual,38.5,kg,2003-JUL-22,2003,JUL,22,"Raverty, Gaydos, Norman, Fleetwood",was CT scanned 7/20/03,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2003-1000781,OCNMS03Pp01,03NWR05008,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brancato,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,Discovery Trail E of MP2 at River Delta/Bridge,NA,NA,NA,NA,NA,NA,NA,NA,N,2003-MAY-09,2003,MAY,9,Beach or Land,NA,NA,Moderate Decomposition,N,2003-MAY-09,2003,MAY,9,Moderate Decomposition,N,Male,Adult,146,cm,actual,40,kg,2003-JUL-22,2003,JUL,22,"Raverty, Gaydos, Norman, Fleetwood",head necropsied 7/22/03; body necropsied 7/23/03; head was CT scanned on 7/20/03,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2003-1000784,OCNMS03Pp02,03NWR05011,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brancato,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,Ediz Hook,NA,NA,NA,NA,NA,NA,NA,NA,N,2003-MAY-16,2003,MAY,16,Beach or Land,NA,NA,Fresh Dead,N,2003-MAY-16,2003,MAY,16,Fresh Dead,N,Female,Adult,136.5,cm,actual,37,kg,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",CT scanned on 7/20/03,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2000-1023603,NW-1408,NMFSNW-1408,NA,"Porpoise, Dalls",Phocoenoides,dalli,Validated,B. Hanson,NA,MFS/NMML,NW,United States,Sequim,WA,NA,west end of Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,N,2000-APR-23,2000,APR,23,NA,NA,NA,Fresh Dead,N,2000-APR-26,2000,APR,26,Moderate Decomposition,N,Male,Unid,179,cm,actual,NA,kg,NA,NA,NA,NA,Unknown,call taken & form completed by: Colleen Irvine (USFWS),Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1060995,06-CL-001,06NWR09019,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,United States,NA,WA,Pacific Ocean,North of the Ozette River and 400 years north of Seafield Creek,NA,deg/min/sec,estimate,-124,deg/min/sec,estimate,Map,N,N,2006-SEP-29,2006,SEP,29,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,36,in,estimate,80,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2000-1023638,ErPJG20001,NMFSNW-1440,NA,"Whale, gray",Eschrichtius,robustus,Validated,P. Gearin,NA,MFS/NMML,NW,United States,Neah Bay,WA,NA,Cape Flattery Green Bank or Cape B arch,NA,NA,NA,NA,NA,NA,NA,NA,N,2000-MAY-26,2000,MAY,26,NA,NA,NA,Fresh Dead,N,2000-JUN-04,2000,JUN,4,Advanced Decomposition,N,Male,Unid,1341,cm,actual,NA,kg,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2000-1023640,ER-PJG-2000-3,NMFSNW-1442,NA,"Whale, gray",Eschrichtius,robustus,Validated,P. Gearin,NMFS-National Marine Mammal Laboratory,NMFS-National Marine Mammal Laboratory,NW,United States,Sekiu,WA,NA,1 mile east of Seker River; mile 10 route 112 along Strait of Juan de Fuca,NA,NA,NA,NA,NA,NA,NA,NA,N,2000-JUN-06,2000,JUN,6,NA,NA,NA,Fresh Dead,N,2000-JUN-13,2000,JUN,13,Moderate Decomposition,N,Male,Adult,1128,cm,actual,NA,kg,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2000-1023641,ErPJG20002,NMFSNW-1443,NA,"Whale, gray",Eschrichtius,robustus,Validated,P. Gearin,NA,MFS/NMML,NW,United States,Duk Point,WA,NA,.5 miles north of Duck Point,NA,NA,NA,NA,NA,NA,NA,NA,N,2000-JUN-09,2000,JUN,9,NA,NA,NA,Fresh Dead,N,2000-JUN-10,2000,JUN,10,Advanced Decomposition,N,Male,Unid,1090,cm,actual,NA,kg,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2000-1023643,ErPJG20004,NMFSNW-1445,NA,"Whale, gray",Eschrichtius,robustus,Validated,P. Gearin,NA,MFS/NMML,NW,United States,Point of Arches,WA,NA,.5 mile south of Point of Arches in Olympic National Park,NA,NA,NA,NA,NA,NA,NA,NA,N,2000-JUN-17,2000,JUN,17,NA,NA,NA,Fresh Dead,N,2000-JUN-21,2000,JUN,21,Advanced Decomposition,N,Female,Unid,1219,cm,actual,NA,kg,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2000-1023709,MBHPp20001,NMFSNW-1505,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,NA,NA,NW,United States,Rialto Beach,WA,Pacific Ocean,1/3 mile N of Hole in the Wall,NA,NA,NA,-124,NA,NA,NA,NA,N,2000-AUG-12,2000,AUG,12,NA,NA,NA,Fresh Dead,N,2000-AUG-19,2000,AUG,19,Advanced Decomposition,N,Male,Unid,116,cm,actual,NA,kg,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2006-1061891,PD-NPP-06-01,06NWR09022,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Agency Biologist,Makah Fisheries Management,Makah Fisheries Management,NW,United States,Clallam Bay,WA,Strait of Juan de Fuca,Breakwater resturant midway between Seiku and Clallam Bay,NA,decimal minutes,estimate,-124,decimal minutes,estimate,Map,N,N,2006-SEP-08,2006,SEP,8,Beach or Land,NA,NA,Moderate Decomposition,N,2006-SEP-08,2006,SEP,8,Moderate Decomposition,N,Unid,Unid,156,cm,estimate,0,kg,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2003-1001440,03-CM-097,03NWR07036,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,United States,Whiskey Creek Resort,WA,Strait of Juan de Fuca,NA,NA,NA,N,NA,NA,N,NA,NA,CBD,2003-JUL-28,2003,JUL,28,Beach or Land,NA,NA,Moderate Decomposition,N,2003-JUL-29,2003,JUL,29,Moderate Decomposition,N,Female,Calf,91,cm,actual,20,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044849,CRC-545,05NWR05021,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Quinalt Reservation,WA,Pacific Ocean,NA,NA,decimal minutes,actual,-124,decimal minutes,actual,GPS,N,CBD,2005-MAY-14,2005,MAY,14,Beach or Land,NA,NA,Moderate Decomposition,N,2005-MAY-16,2005,MAY,16,Moderate Decomposition,N,Male,Adult,1230,cm,actual,NA,NA,NA,NA,NA,NA,NA,50% skin sloughed off,Gray whale,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2003-1001443,DNG-03-009,03NWR08001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,USFWS,USFWS,NW,United States,Sequim,WA,Strait of Juan de Fuca,Dungeness Spit,NA,NA,N,NA,NA,N,NA,NA,N,2003-AUG-03,2003,AUG,3,NA,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Calf,89,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1062617,CRC-769,06NWR08069,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,NA,WA,Strait of Juan de Fuca,off Sekiu,NA,NA,NA,NA,NA,NA,NA,N,Y,2006-AUG-22,2006,AUG,22,Swimming,NA,NA,Fresh Dead,N,2006-AUG-23,2006,AUG,23,Fresh Dead,N,Male,Adult,152,cm,actual,47,kg,2006-AUG-23,2006,AUG,23,Cascadia Research/WDFW,Packed on ice by fishery and transported to Port Angeles for pickup.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044867,CRC-558,05NWR05031,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Oil City,WA,Pacific Ocean,Jefferson Cove,NA,deg/min/sec,actual,-124,deg/min/sec,actual,GPS,N,CBD,2005-MAY-23,2005,MAY,23,Beach or Land,NA,NA,Moderate Decomposition,N,2005-MAY-28,2005,MAY,28,Advanced Decomposition,N,Unid,Yearling,844,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2008-1081497,MKH-Mn-08-1,08NWR08106,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Jonathan Scordino,Native American Tribe,Makah Fisheries Management,NW,United States,Neah Bay,WA,Pacific Ocean,East side of tow.,NA,decimal degrees,NA,NA,decimal degrees,NA,NA,N,N,2008-AUG-21,2008,AUG,21,NA,NA,NA,Alive,Y,2008-AUG-21,2008,AUG,21,Alive,Y,Unid,Subadult,0,cm,estimate,NA,NA,NA,NA,NA,NA,NA,More information on Level A.,Humpback whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1062679,CRC-767,06NWR08041,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,NA,WA,Strait of Juan de Fuca,Off Sekiu,NA,NA,NA,NA,NA,NA,NA,N,Y,2006-AUG-14,2006,AUG,14,Swimming,NA,NA,NA,N,2006-AUG-16,2006,AUG,16,Fresh Dead,N,Male,Subadult,140,cm,Actual,40,kg,2006-AUG-16,2006,AUG,16,Cascadia Research/WDFW,incidental catch form to be filled out and sent in by High Tide Seafoods.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2003-1000650,CRC-487,03NWR01001,Confirmed - High Report,"Whale, Bairds beaked",Berardius,bairdii,Validated,Stephen Raverty,NMFS West Coast Region - Seattle,NMFS West Coast Region - Seattle,NW,United States,La Push,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,2003-JAN-30,2003,JAN,30,NA,NA,NA,Moderate Decomposition,N,2003-JAN-31,2003,JAN,31,Moderate Decomposition,N,Female,Adult,1177,cm,actual,NA,kg,2003-JAN-31,2003,JAN,31,"Raverty, Stephen and Balcom, Ken",Jim Thompson cataloged the skull into the NMML Osteological Collection and assigned NMML1845 to the specimen as of 10/27/06.,Bairds beaked whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1046497,Pd-NPP-05-01,05NWR01012,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Agency Biologist,Makah Fisheries Management,Makah Fisheries Management,NW,United States,Neah Bay,WA,Strait of Juan de Fuca,Sooes Beach,NA,decimal minutes,actual,-124,decimal minutes,actual,GPS,N,N,2005-JAN-21,2005,JAN,21,Beach or Land,NA,NA,Fresh Dead,N,2005-JAN-21,2005,JAN,21,Fresh Dead,N,Male,Adult,176,cm,actual,NA,NA,2005-JAN-21,2005,JAN,21,"Pamplin, N.",no obvious external trauma,Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2004-1031290,OCNMS003-2004,04NWR06008,Confirmed - High Report,"Dolphin, bottlenose",Tursiops,truncatus,Validated,Mary Sue Brancato,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Sequim,WA,Strait of Juan de Fuca,East Sequim Bay,NA,NA,NA,NA,NA,NA,NA,NA,N,2004-JUN-14,2004,JUN,14,Beach or Land,NA,NA,Fresh Dead,N,2004-JUN-15,2004,JUN,15,Fresh Dead,N,Female,Subadult,251.2,cm,actual,450,lb,2004-JUL-02,2004,JUL,2,"Norman,Bowlby,Sanguinetti",NA,Bottlenose dolphin,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2006-1055761,CRC704,06NWR01015,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Rialto Beach,WA,Pacific Ocean,NA,NA,deg/min/sec,actual,-124,deg/min/sec,actual,GPS,N,N,2006-JAN-23,2006,JAN,23,Beach or Land,NA,NA,Fresh Dead,N,2006-JAN-24,2006,JAN,24,Fresh Dead,N,Female,Calf,441,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,4.82E+14,-1.24E+14,-0.196525701,NA,-124,4.82E+14
Clallam,NW-2005-1047153,OLYM-2005-007,05NWR07027,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,Olympic National Park,Olympic National Park,NW,United States,Kalaloch,WA,Pacific Ocean,South Beach campground,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-JUL-22,2005,JUL,22,Beach or Land,NA,NA,Fresh Dead,N,2005-JUL-22,2005,JUL,22,Fresh Dead,N,Male,Calf,36,in,estimate,20,lb,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2003-1001929,CRC-498,03NWR09048,Confirmed - High Report,"Whale, sei",Balaenoptera,borealis,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,United States,Port Angeles,WA,Puget Sound,NA,NA,NA,N,NA,NA,N,NA,NA,Y,2003-SEP-12,2003,SEP,12,Beach or Land,NA,NA,Fresh Dead,N,2003-SEP-15,2003,SEP,15,Moderate Decomposition,N,Male,Adult,1304,cm,actual,NA,NA,NA,NA,NA,NA,Cascadia and NMML,NA,Other,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2001-1024227,Dng-01-002,NMFSNW-1979,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMFS,NA,Unknown,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-JAN-07,2001,JAN,7,NA,NA,NA,Fresh Dead,N,2001-JAN-17,2001,JAN,17,Advanced Decomposition,N,Male,Unid,155,cm,actual,350,lb,NA,NA,NA,NA,Unknown,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2001-1025951,Dng-01-004,NMFSNW-3556,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,United States,Sequim,WA,Strait of Juan de Fuca,4-mile marker; Strait side; Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-13,2001,MAY,13,NA,NA,NA,Fresh Dead,N,2001-MAY-14,2001,MAY,14,Moderate Decomposition,N,Female,Unid,1010,cm,actual,NA,kg,NA,NA,NA,NA,Unknown,call taken & form completed by Pam Sanguinetti - USFWS agent,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2001-1026274,NW-3877,NA,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,NE end of Eding Hook; USCG station,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-17,2001,MAY,17,NA,NA,NA,Fresh Dead,N,2001-MAY-17,2001,MAY,17,Moderate Decomposition,N,Male,Unid,135,cm,actual,90,lb,NA,NA,NA,NA,Unknown,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2005-1044157,05-CM-033,05NWR05001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,United States,Port Angeles,WA,Strait of Juan de Fuca,West of Mouth of Elwha,NA,deg/min/sec,actual,-123,deg/min/sec,actual,GPS,N,CBD,2005-MAY-04,2005,MAY,4,Beach or Land,NA,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,in,estimate,NA,NA,NA,NA,NA,NA,NA,only skeleton and some flesh left (heavily scavenged),Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.196525701,NA,-123,4.82E+14
Clallam,NW-2001-1026956,NW-4534,NMFSNW-4534,NA,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Park Ranger,NA,Fay Bainbridge State Park,NW,United States,Mora,WA,NA,Rialto Beach access; 3/4 mile N,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-26,2001,MAY,26,NA,NA,NA,Fresh Dead,N,2001-MAY-26,2001,MAY,26,Advanced Decomposition,N,Unid,Unid,84,cm,estimate,NA,in,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2008-1081203,CRC-851,08NWR07060,Confirmed- High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,NA,Sekiu,WA,Strait of Juan de Fuca,off Chito Beach,NA,NA,NA,NA,NA,NA,GPS,N,Y,2008-JUL-05,2008,JUL,5,NA,NA,NA,Alive,N,2008-JUL-05,2008,JUL,5,Alive,N,Unid,Subadult,30,ft,Estimated,NA,NA,NA,NA,NA,NA,NA,"Efforts to save an entangled young humpback whale were started on 5 July 2008 off Sekiu, Washington. The whale was reported earlier in the day and a response by Makah Fisheries and Cascadia Research in collaboration with NOAA were initiated. The animal wa",Humpback whale,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
Clallam,NW-2004-1028421,DNG04001,04NWR05012,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,United States,Dungeness NWR,WA,Strait of Juan de Fuca,Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2004-MAY-17,2004,MAY,17,Beach or Land,NA,NA,Moderate Decomposition,N,2004-MAY-17,2004,MAY,17,Moderate Decomposition,N,Unid,Adult,177,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,NA,NA,-1.24E+14,4.82E+14
