year,month,PDO,MEI,SST45,upwell39,NPGO,vwnd,uwnd,mld,ssh,chl,PDO_lag1,MEI_lag1,SST45_lag1,upwell39_lag1,NPGO_lag1,vwnd_lag1,uwnd_lag1,mld_lag1,ssh_lag1,chl_lag1,PDO_lag2,MEI_lag2,SST45_lag2,upwell39_lag2,NPGO_lag2,vwnd_lag2,uwnd_lag2,mld_lag2,ssh_lag2,chl_lag2,PDO_lag3,MEI_lag3,SST45_lag3,upwell39_lag3,NPGO_lag3,vwnd_lag3,uwnd_lag3,mld_lag3,ssh_lag3,chl_lag3
2000,1,-1.899900569,-1.441911721,-1.333733427,-1.290279527,1.4045384,1.245537727,-0.411924533,0.661153566,-1.017637566,-1.27340815,-1.550402228,-1.465119184,-0.836276921,-0.486304896,1.0528054,NA,NA,NA,NA,-1.204896258,-1.947130075,-1.347921496,-0.487184636,-1.974570785,1.3205504,NA,NA,NA,NA,-1.136800965,-2.117156295,-1.265535002,-0.707112775,-0.274192347,1.1788208,NA,NA,NA,NA,-0.348017881
2000,2,-0.79473014,-1.519656722,-1.157441823,-1.986991436,2.123531,1.572648031,-0.83238334,0.443902764,-0.885852983,-1.291844273,-1.899900569,-1.441911721,-1.333733427,-1.290279527,1.4045384,1.245537727,-0.411924533,0.661153566,-1.017637566,-1.27340815,-1.550402228,-1.465119184,-0.836276921,-0.486304896,1.0528054,NA,NA,NA,NA,-1.204896258,-1.947130075,-1.347921496,-0.487184636,-1.974570785,1.3205504,NA,NA,NA,NA,-1.136800965
2000,3,0.263210784,-1.40477978,-1.198169256,0.489423529,2.1492677,0.476040613,-0.57246335,0.268078181,-1.397608949,-1.18969125,-0.79473014,-1.519656722,-1.157441823,-1.986991436,2.123531,1.572648031,-0.83238334,0.443902764,-0.885852983,-1.291844273,-1.899900569,-1.441911721,-1.333733427,-1.290279527,1.4045384,1.245537727,-0.411924533,0.661153566,-1.017637566,-1.27340815,-1.550402228,-1.465119184,-0.836276921,-0.486304896,1.0528054,NA,NA,NA,NA,-1.204896258
2000,4,0.319886191,-0.600641187,-0.779258514,-0.544295525,2.3652706,0.00763727,-0.14872824,0.267777876,-1.666035703,-0.854188235,0.263210784,-1.40477978,-1.198169256,0.489423529,2.1492677,0.476040613,-0.57246335,0.268078181,-1.397608949,-1.18969125,-0.79473014,-1.519656722,-1.157441823,-1.986991436,2.123531,1.572648031,-0.83238334,0.443902764,-0.885852983,-1.291844273,-1.899900569,-1.441911721,-1.333733427,-1.290279527,1.4045384,1.245537727,-0.411924533,0.661153566,-1.017637566,-1.27340815
2000,5,-0.057949854,0.151280615,0.21681814,0.656845645,2.220292,-0.004101897,-0.10668236,0.074770183,-1.54720469,-1.284023054,0.319886191,-0.600641187,-0.779258514,-0.544295525,2.3652706,0.00763727,-0.14872824,0.267777876,-1.666035703,-0.854188235,0.263210784,-1.40477978,-1.198169256,0.489423529,2.1492677,0.476040613,-0.57246335,0.268078181,-1.397608949,-1.18969125,-0.79473014,-1.519656722,-1.157441823,-1.986991436,2.123531,1.572648031,-0.83238334,0.443902764,-0.885852983,-1.291844273
2000,6,-0.426339997,-0.138812673,0.145254221,0.878231042,2.1020663,-0.527922569,0.564413581,-0.596274265,-0.843753881,-0.964710466,-0.057949854,0.151280615,0.21681814,0.656845645,2.220292,-0.004101897,-0.10668236,0.074770183,-1.54720469,-1.284023054,0.319886191,-0.600641187,-0.779258514,-0.544295525,2.3652706,0.00763727,-0.14872824,0.267777876,-1.666035703,-0.854188235,0.263210784,-1.40477978,-1.198169256,0.489423529,2.1492677,0.476040613,-0.57246335,0.268078181,-1.397608949,-1.18969125
2000,7,-0.634149821,-0.324472377,0.471073687,1.122100861,1.655785,-0.917536006,0.196921662,-1.28600788,-0.48923986,-0.834975937,-0.426339997,-0.138812673,0.145254221,0.878231042,2.1020663,-0.527922569,0.564413581,-0.596274265,-0.843753881,-0.964710466,-0.057949854,0.151280615,0.21681814,0.656845645,2.220292,-0.004101897,-0.10668236,0.074770183,-1.54720469,-1.284023054,0.319886191,-0.600641187,-0.779258514,-0.544295525,2.3652706,0.00763727,-0.14872824,0.267777876,-1.666035703,-0.854188235
2000,8,-1.13478258,-0.308227153,0.455364535,1.426696093,1.3516272,-1.182143177,0.458479803,-1.304610922,-0.573887841,-0.712867852,-0.634149821,-0.324472377,0.471073687,1.122100861,1.655785,-0.917536006,0.196921662,-1.28600788,-0.48923986,-0.834975937,-0.426339997,-0.138812673,0.145254221,0.878231042,2.1020663,-0.527922569,0.564413581,-0.596274265,-0.843753881,-0.964710466,-0.057949854,0.151280615,0.21681814,0.656845645,2.220292,-0.004101897,-0.10668236,0.074770183,-1.54720469,-1.284023054
2000,9,-1.182012085,-0.416141856,0.491437404,0.165783466,1.3801795,-1.151367523,0.283743676,-1.195705614,-0.718176217,-0.696880872,-1.13478258,-0.308227153,0.455364535,1.426696093,1.3516272,-1.182143177,0.458479803,-1.304610922,-0.573887841,-0.712867852,-0.634149821,-0.324472377,0.471073687,1.122100861,1.655785,-0.917536006,0.196921662,-1.28600788,-0.48923986,-0.834975937,-0.426339997,-0.138812673,0.145254221,0.878231042,2.1020663,-0.527922569,0.564413581,-0.596274265,-0.843753881,-0.964710466
2000,10,-1.238687492,-0.593678948,-0.254456445,-0.053520954,1.6981881,-0.534691097,-0.519496461,-1.001683306,-0.731489608,-0.814216754,-1.182012085,-0.416141856,0.491437404,0.165783466,1.3801795,-1.151367523,0.283743676,-1.195705614,-0.718176217,-0.696880872,-1.13478258,-0.308227153,0.455364535,1.426696093,1.3516272,-1.182143177,0.458479803,-1.304610922,-0.573887841,-0.712867852,-0.634149821,-0.324472377,0.471073687,1.122100861,1.655785,-0.917536006,0.196921662,-1.28600788,-0.48923986,-0.834975937
2000,11,-0.511353107,-0.967319102,-0.694312725,-0.501648447,2.0145948,0.230258412,-0.785423006,0.155770928,-0.895478205,-1.166162129,-1.238687492,-0.593678948,-0.254456445,-0.053520954,1.6981881,-0.534691097,-0.519496461,-1.001683306,-0.731489608,-0.814216754,-1.182012085,-0.416141856,0.491437404,0.165783466,1.3801795,-1.151367523,0.283743676,-1.195705614,-0.718176217,-0.696880872,-1.13478258,-0.308227153,0.455364535,1.426696093,1.3516272,-1.182143177,0.458479803,-1.304610922,-0.573887841,-0.712867852
2000,12,0.480466509,-0.778178279,-1.04398683,-0.877577143,2.164995,0.97881539,-1.107592741,0.284657281,-0.913199408,-1.312921358,-0.511353107,-0.967319102,-0.694312725,-0.501648447,2.0145948,0.230258412,-0.785423006,0.155770928,-0.895478205,-1.166162129,-1.238687492,-0.593678948,-0.254456445,-0.053520954,1.6981881,-0.534691097,-0.519496461,-1.001683306,-0.731489608,-0.814216754,-1.182012085,-0.416141856,0.491437404,0.165783466,1.3801795,-1.151367523,0.283743676,-1.195705614,-0.718176217,-0.696880872
2001,1,0.556033718,-0.715518129,-1.148132696,-1.210883843,2.8619328,1.310261783,-0.766857292,0.321691114,-0.741384696,-1.367487718,0.480466509,-0.778178279,-1.04398683,-0.877577143,2.164995,0.97881539,-1.107592741,0.284657281,-0.913199408,-1.312921358,-0.511353107,-0.967319102,-0.694312725,-0.501648447,2.0145948,0.230258412,-0.785423006,0.155770928,-0.895478205,-1.166162129,-1.238687492,-0.593678948,-0.254456445,-0.053520954,1.6981881,-0.534691097,-0.519496461,-1.001683306,-0.731489608,-0.814216754
2001,2,0.263210784,-0.893055221,-1.387842731,-1.269673754,2.9560468,0.760636096,-0.07937984,1.330949199,-1.65623057,-1.176432028,0.556033718,-0.715518129,-1.148132696,-1.210883843,2.8619328,1.310261783,-0.766857292,0.321691114,-0.741384696,-1.367487718,0.480466509,-0.778178279,-1.04398683,-0.877577143,2.164995,0.97881539,-1.107592741,0.284657281,-0.913199408,-1.312921358,-0.511353107,-0.967319102,-0.694312725,-0.501648447,2.0145948,0.230258412,-0.785423006,0.155770928,-0.895478205,-1.166162129
2001,3,0.414345202,-0.775857533,-1.390751834,0.399196562,2.388775,0.410893523,-0.046070765,0.469137446,-1.765166495,-1.132497176,0.263210784,-0.893055221,-1.387842731,-1.269673754,2.9560468,0.760636096,-0.07937984,1.330949199,-1.65623057,-1.176432028,0.556033718,-0.715518129,-1.148132696,-1.210883843,2.8619328,1.310261783,-0.766857292,0.321691114,-0.741384696,-1.367487718,0.480466509,-0.778178279,-1.04398683,-0.877577143,2.164995,0.97881539,-1.107592741,0.284657281,-0.913199408,-1.312921358
2001,4,-0.303543282,-0.197991703,-1.183623745,0.277887032,2.2039413,-0.006428579,0.49506518,0.120588787,-2.275663086,-1.215666334,0.414345202,-0.775857533,-1.390751834,0.399196562,2.388775,0.410893523,-0.046070765,0.469137446,-1.765166495,-1.132497176,0.263210784,-0.893055221,-1.387842731,-1.269673754,2.9560468,0.760636096,-0.07937984,1.330949199,-1.65623057,-1.176432028,0.556033718,-0.715518129,-1.148132696,-1.210883843,2.8619328,1.310261783,-0.766857292,0.321691114,-0.741384696,-1.367487718
2001,5,-0.294097381,0.187252183,-0.466239098,1.798402637,1.9538953,-0.321482441,0.579156941,-0.102819966,-1.380427478,-1.033150615,-0.303543282,-0.197991703,-1.183623745,0.277887032,2.2039413,-0.006428579,0.49506518,0.120588787,-2.275663086,-1.215666334,0.414345202,-0.775857533,-1.390751834,0.399196562,2.388775,0.410893523,-0.046070765,0.469137446,-1.765166495,-1.132497176,0.263210784,-0.893055221,-1.387842731,-1.269673754,2.9560468,0.760636096,-0.07937984,1.330949199,-1.65623057,-1.176432028
2001,6,-0.4546777,-0.079633642,0.905693583,1.999353655,2.349303,-0.783223013,0.09754049,-0.836821931,-1.105793805,-1.07150971,-0.294097381,0.187252183,-0.466239098,1.798402637,1.9538953,-0.321482441,0.579156941,-0.102819966,-1.380427478,-1.033150615,-0.303543282,-0.197991703,-1.183623745,0.277887032,2.2039413,-0.006428579,0.49506518,0.120588787,-2.275663086,-1.215666334,0.414345202,-0.775857533,-1.390751834,0.399196562,2.388775,0.410893523,-0.046070765,0.469137446,-1.765166495,-1.132497176
2001,7,-1.248133393,0.20465778,0.069617559,1.678333835,1.5004872,-1.24528086,-0.034057657,-1.26942878,-0.593947884,-0.842656378,-0.4546777,-0.079633642,0.905693583,1.999353655,2.349303,-0.783223013,0.09754049,-0.836821931,-1.105793805,-1.07150971,-0.294097381,0.187252183,-0.466239098,1.798402637,1.9538953,-0.321482441,0.579156941,-0.102819966,-1.380427478,-1.033150615,-0.303543282,-0.197991703,-1.183623745,0.277887032,2.2039413,-0.006428579,0.49506518,0.120588787,-2.275663086,-1.215666334
2001,8,-0.738054733,0.24527084,1.016821293,0.92284372,1.9150242,-1.1235531,-0.7777783,-1.205566949,-0.469629595,-0.888804035,-1.248133393,0.20465778,0.069617559,1.678333835,1.5004872,-1.24528086,-0.034057657,-1.26942878,-0.593947884,-0.842656378,-0.4546777,-0.079633642,0.905693583,1.999353655,2.349303,-0.783223013,0.09754049,-0.836821931,-1.105793805,-1.07150971,-0.294097381,0.187252183,-0.466239098,1.798402637,1.9538953,-0.321482441,0.579156941,-0.102819966,-1.380427478,-1.033150615
2001,9,-1.3048088,-0.341877974,0.276163828,0.147835558,1.8929954,-1.072048827,-0.485641337,-0.971909298,-0.154965793,-0.7498939,-0.738054733,0.24527084,1.016821293,0.92284372,1.9150242,-1.1235531,-0.7777783,-1.205566949,-0.469629595,-0.888804035,-1.248133393,0.20465778,0.069617559,1.678333835,1.5004872,-1.24528086,-0.034057657,-1.26942878,-0.593947884,-0.842656378,-0.4546777,-0.079633642,0.905693583,1.999353655,2.349303,-0.783223013,0.09754049,-0.836821931,-1.105793805,-1.07150971
2001,10,-1.3048088,-0.460236035,-0.19860168,0.160165914,1.1619115,-0.755197074,0.006350073,-0.853788595,-0.381923132,-0.543337609,-1.3048088,-0.341877974,0.276163828,0.147835558,1.8929954,-1.072048827,-0.485641337,-0.971909298,-0.154965793,-0.7498939,-0.738054733,0.24527084,1.016821293,0.92284372,1.9150242,-1.1235531,-0.7777783,-1.205566949,-0.469629595,-0.888804035,-1.248133393,0.20465778,0.069617559,1.678333835,1.5004872,-1.24528086,-0.034057657,-1.26942878,-0.593947884,-0.842656378
