"date","sst"
2002-07-16 12:00:00,13.7406002044678
2002-08-16 12:00:00,12.5539654041159
2002-09-16 00:00:00,NA
2002-10-16 12:00:00,12.9283181223376
2002-11-16 00:00:00,10.3839301648347
2002-12-16 12:00:00,8.87314835301152
2003-01-16 12:00:00,8.17323232419563
2003-02-15 00:00:00,7.69744954982274
2003-03-16 12:00:00,NA
2003-04-16 00:00:00,11.7210345432676
2003-05-16 12:00:00,13.8084478004306
2003-06-16 00:00:00,13.8258891423543
2003-07-16 12:00:00,13.0550003051758
2003-08-16 12:00:00,16.3199996948242
2003-09-16 00:00:00,18.2410716329302
2003-10-16 12:00:00,14.6603588104248
2003-11-16 00:00:00,10.5587256171487
2003-12-16 12:00:00,7.75595962640011
2004-01-16 12:00:00,NA
2004-02-15 12:00:00,6.26621626518868
2004-03-16 12:00:00,8.56164394725453
2004-04-16 00:00:00,11.2656426293509
2004-05-16 12:00:00,14.5346550777041
2004-06-16 00:00:00,15.7205382784208
2004-07-16 12:00:00,14.5928127169609
2004-08-16 12:00:00,NA
2004-09-16 00:00:00,16.8280771695651
2004-10-16 12:00:00,13.3971288827749
2004-11-16 00:00:00,9.75468035920026
2004-12-16 12:00:00,7.7377023835784
2005-01-16 12:00:00,6.54868429585507
2005-02-15 00:00:00,NA
2005-03-16 12:00:00,8.65048782999923
2005-04-16 00:00:00,10.8807693261367
2005-05-16 12:00:00,15.115097454616
2005-06-16 00:00:00,13.1694538271105
2005-07-16 12:00:00,12.5535721097674
2005-08-16 12:00:00,12.4162196182623
2005-09-16 00:00:00,15.8487500548363
2005-10-16 12:00:00,14.7617988935331
2005-11-16 00:00:00,10.2067259069075
2005-12-16 12:00:00,7.0750001000195
2006-01-16 12:00:00,7.09500018755595
2006-02-15 00:00:00,6.70293469014375
2006-03-16 12:00:00,8.6333335240682
2006-04-16 00:00:00,9.27826535336825
2006-05-16 12:00:00,8.54297620199976
2006-06-16 00:00:00,15.7433624267578
2006-07-16 12:00:00,NA
2006-08-16 12:00:00,NA
2006-09-16 00:00:00,NA
2006-10-16 12:00:00,13.7085035680755
2006-11-16 00:00:00,11.1155696941327
2006-12-16 12:00:00,7.21378780133796
2007-01-16 12:00:00,6.388076708867
2007-02-15 00:00:00,6.66499999853281
2007-03-16 12:00:00,6.44338703155518
2007-04-16 00:00:00,10.7367683503686
2007-05-16 12:00:00,13.1721490558825
2007-06-16 00:00:00,15.3949998378754
2007-07-16 12:00:00,NA
2007-08-16 12:00:00,20.0088297661315
2007-09-16 00:00:00,17.4910522260164
2007-10-16 12:00:00,12.9889995019267
2007-11-16 00:00:00,9.86553289255965
2007-12-16 12:00:00,7.78458333015442
2008-01-16 12:00:00,6.02166668574015
2008-02-15 12:00:00,6.16692306445195
2008-03-16 12:00:00,7.14760864299277
2008-04-16 00:00:00,8.20349079767863
2008-05-16 12:00:00,13.6400003433228
2008-06-16 00:00:00,14.7766082830596
2008-07-16 12:00:00,NA
2008-08-16 12:00:00,14.5974998976055
2008-09-16 00:00:00,17.0811845879806
2008-10-16 12:00:00,14.7332197401259
2008-11-16 00:00:00,9.99345352723426
2008-12-16 12:00:00,8.84392598470052
2009-01-16 12:00:00,6.88077591205465
2009-02-15 00:00:00,4.92470581391278
2009-03-16 12:00:00,6.71145829132625
2009-04-16 00:00:00,9.70294883923653
2009-05-16 12:00:00,13.55156665802
2009-06-16 00:00:00,16.7653334299723
2009-07-16 12:00:00,11.3895457874645
2009-08-16 12:00:00,12.8355000178019
2009-09-16 00:00:00,19.0771092772484
2009-10-16 12:00:00,16.1254376401805
2009-11-16 00:00:00,11.8672383048318
2009-12-16 12:00:00,8.06101462003347
2010-01-16 12:00:00,7.70499992370605
2010-02-15 00:00:00,6.96338537335396
2010-03-16 12:00:00,8.1684665107727
2010-04-16 00:00:00,9.74459452242465
2010-05-16 12:00:00,13.1960714544569
2010-06-16 00:00:00,15.2671804271761
2010-07-16 12:00:00,13.610161289092
2010-08-16 12:00:00,12.534583012263
2010-09-16 00:00:00,15.373839361327
2010-10-16 12:00:00,15.0267965332154
2010-11-16 00:00:00,12.644217783091
2010-12-16 12:00:00,7.42085412144661
2011-01-16 12:00:00,NA
2011-02-15 00:00:00,6.22050008773804
2011-03-16 12:00:00,NA
2011-04-16 00:00:00,9.04437499046326
2011-05-16 12:00:00,12.6833330790202
2011-06-16 00:00:00,15.1387499968211
2011-07-16 12:00:00,17.8283694440668
2011-08-16 12:00:00,NA
2011-11-16 00:00:00,10.6984026961856
2012-01-16 12:00:00,5.61192305271442
2012-02-15 12:00:00,5.84029159545898
2012-03-16 12:00:00,6.53499995172024
2012-04-16 00:00:00,8.51821090193356
2012-05-16 12:00:00,12.9075001716614
2012-06-16 00:00:00,15.263125260671
2012-07-16 12:00:00,16.9590975840886
2012-08-16 12:00:00,14.9907142321269
2012-09-16 00:00:00,17.5300006866455
2012-10-16 12:00:00,15.4047355916765
2012-11-16 00:00:00,10.9841731843494
2012-12-16 12:00:00,7.67874991893768
2013-01-16 12:00:00,NA
2013-02-15 00:00:00,6.64576926598182
2013-03-16 12:00:00,7.09520830048455
2013-04-16 00:00:00,11.0130766721872
2013-05-16 12:00:00,13.8060263656988
2013-06-16 00:00:00,14.6190740797255
2013-07-16 12:00:00,19.2634377479553
2013-08-16 12:00:00,NA
2013-09-16 00:00:00,16.4206191199166
2013-10-16 12:00:00,14.3399282003704
2013-11-16 00:00:00,8.70847923755646
2013-12-16 12:00:00,0.262666662534078
2014-01-16 12:00:00,8.17890906333923
2014-02-15 00:00:00,6.22499990463257
2014-03-16 12:00:00,7.62736845016479
2014-04-16 00:00:00,11.0827697703713
2014-05-16 12:00:00,14.050416729667
2014-06-16 00:00:00,16.9680003166199
2014-07-16 00:00:00,18.7531396289204
2014-08-16 00:00:00,9.72810329034411
2014-09-16 00:00:00,19.103507084633
2014-10-16 00:00:00,14.0356134681598
2014-11-16 00:00:00,9.98856067714783
2014-12-16 00:00:00,5.69622635715444
2015-01-16 12:00:00,5.07599635904943
2015-02-15 00:00:00,5.08348416647725
2015-03-16 12:00:00,7.1870033607838
2015-04-16 00:00:00,10.1495075384776
2015-05-16 12:00:00,14.176249548145
2015-06-16 00:00:00,19.63398502184
2015-07-16 12:00:00,22.0579190572103
2015-08-16 12:00:00,21.3435679674149
2015-09-16 00:00:00,18.3990621566772
2015-10-16 12:00:00,17.0993516003644
2015-11-16 00:00:00,9.65218230656215
2015-12-16 12:00:00,NA
2016-01-16 12:00:00,6.65499973297119
2016-02-15 12:00:00,NA
2016-03-16 12:00:00,NA
2016-04-16 00:00:00,13.125553448995
2016-05-16 12:00:00,14.5581171559352
2016-06-16 00:00:00,18.3355630162251
2016-07-16 12:00:00,17.9404836251185
2016-08-16 12:00:00,21.0395413935184
2016-09-15 12:00:00,19.224098319438
2016-10-16 12:00:00,15.2833449456
2016-11-15 12:00:00,12.6072325796451
2016-12-16 12:00:00,7.18116653760274
2017-01-16 12:00:00,5.0180433936741
2017-02-14 12:00:00,6.05679986953735
2017-03-16 12:00:00,NA
2017-04-15 12:00:00,9.64345220157078
2017-05-16 12:00:00,15.2426186516171
2017-06-15 12:00:00,17.3555433853813
2017-07-16 12:00:00,20.3586186303033
2017-08-16 12:00:00,21.2813448614004
2017-09-15 12:00:00,18.5039223410866
2017-10-16 12:00:00,15.5433950250799
2017-11-15 12:00:00,11.106071301869
2017-12-16 12:00:00,6.7029998143514
2018-01-16 12:00:00,NA
2018-02-14 12:00:00,6.83999967575073
2018-03-16 12:00:00,NA
2018-04-15 12:00:00,NA
2018-05-16 12:00:00,15.5619640577407
2018-06-15 12:00:00,18.4981815164739
2018-07-16 12:00:00,20.871118510211
2018-08-16 12:00:00,21.6763735590754
2018-09-15 12:00:00,19.5508139783686
2018-10-16 12:00:00,14.1017112202115
2018-11-15 12:00:00,11.8278553345624
2018-12-16 12:00:00,8.80569980621338
2019-01-16 12:00:00,NA
2019-02-14 12:00:00,5.84895821412404
2019-03-16 12:00:00,NA
2019-04-15 12:00:00,NA
2019-05-16 12:00:00,15.1164579391479
2019-06-15 12:00:00,17.5219587893099
