"date","chl"
2002-07-16 12:00:00,3.36831814272177
2002-08-16 12:00:00,4.28802448059049
2002-09-16 00:00:00,2.6485770341648
2002-10-16 12:00:00,2.9946149770896
2002-11-16 00:00:00,2.21649951457105
2002-12-16 12:00:00,1.5899495641533
2003-01-16 12:00:00,0.821887236008898
2003-02-15 00:00:00,1.30957923985143
2003-03-16 12:00:00,0.974350923919785
2003-04-16 00:00:00,1.18741844615779
2003-05-16 12:00:00,1.75814752040088
2003-06-16 00:00:00,2.9850911505189
2003-07-16 12:00:00,3.50478158002956
2003-08-16 12:00:00,2.73262016894196
2003-09-16 00:00:00,3.05334735489609
2003-10-16 12:00:00,1.44328545120962
2003-11-16 00:00:00,1.04249920556551
2003-12-16 12:00:00,1.31042891884472
2004-01-16 12:00:00,1.14092692974356
2004-02-15 12:00:00,1.29380866098806
2004-03-16 12:00:00,1.79779666589602
2004-04-16 00:00:00,1.85758935319385
2004-05-16 12:00:00,1.40299015953326
2004-06-16 00:00:00,2.29475593536976
2004-07-16 12:00:00,3.50729450608218
2004-08-16 12:00:00,3.41684445619476
2004-09-16 00:00:00,2.48045456457837
2004-10-16 12:00:00,2.12229748004131
2004-11-16 00:00:00,1.35128806167599
2004-12-16 12:00:00,1.22356271098492
2005-01-16 12:00:00,0.814785092545237
2005-02-15 00:00:00,1.8970281463344
2005-03-16 12:00:00,0.944110298290748
2005-04-16 00:00:00,1.11233204131221
2005-05-16 12:00:00,1.03137810394959
2005-06-16 00:00:00,1.72255696143324
2005-07-16 12:00:00,4.07376284632816
2005-08-16 12:00:00,4.08171165932946
2005-09-16 00:00:00,3.25806114023238
2005-10-16 12:00:00,1.86952207000777
2005-11-16 00:00:00,1.10453852138007
2005-12-16 12:00:00,1.30098281667385
2006-01-16 12:00:00,1.07792836676467
2006-02-15 00:00:00,1.24197717299953
2006-03-16 12:00:00,0.910969762218733
2006-04-16 00:00:00,1.56572065178603
2006-05-16 12:00:00,3.44168453452604
2006-06-16 00:00:00,2.1895874051158
2006-07-16 12:00:00,3.12909611843619
2006-08-16 12:00:00,4.00637122386122
2006-09-16 00:00:00,3.2019197879838
2006-10-16 12:00:00,3.88147055022199
2006-11-16 00:00:00,1.26932969750072
2006-12-16 12:00:00,1.37050675893623
2007-01-16 12:00:00,1.49687091022234
2007-02-15 00:00:00,1.36191382215475
2007-03-16 12:00:00,1.57504699745934
2007-04-16 00:00:00,1.64768866007943
2007-05-16 12:00:00,4.14462183600255
2007-06-16 00:00:00,2.99670485087976
2007-07-16 12:00:00,2.89808947404876
2007-08-16 12:00:00,3.01858312486061
2007-09-16 00:00:00,4.34466511099183
2007-10-16 12:00:00,1.86510916744456
2007-11-16 00:00:00,1.97604369736932
2007-12-16 12:00:00,1.29032590849773
2008-01-16 12:00:00,1.28460835608063
2008-02-15 12:00:00,1.10235404503169
2008-03-16 12:00:00,1.65662465637925
2008-04-16 00:00:00,3.03170727584906
2008-05-16 12:00:00,3.96129611213783
2008-06-16 00:00:00,2.37351357763806
2008-07-16 12:00:00,4.25597192815205
2008-08-16 12:00:00,2.57222473608399
